geo|paymethod|payment_name|currency|deposit|withdraw|status|details|min_dep|is_recommended|methods_count|payment_methods
FI|Zimpler Välitön pankkisiirto|Zimpler Välitön pankkisiirto|EUR|YES|NO|PROD||20 EUR|YES|1|Openbanking_Zimpler_Banks//bankslogo
FI|Apple pay|Apple pay|EUR|YES|NO|PROD|0DEP+AFF\n2DEP\n3DEP|20 EUR|NO|3|Applepay_Rastpay_Cards_0DEP//AFF//MC\nApplepay_Rastpay_Cards_3DEP//MC\nApplepay_Rastpay_Cards_2DEP//MC//new
FI|ApplePay|ApplePay|EUR|YES|NO|PROD|3DEP|20 EUR|NO|1|Applepay_Impaya_Cards_3DEP
FI|Applepay|Applepay|CAD|YES|NO|PROD|3DEP|20 EUR|NO|2|Applepay_Rampnow_Cards_3DEP\nApplepay_Rampnow_Cards_3DEP//LocalCur
FI|ApplePay Mastercard|ApplePay Mastercard|EUR|YES|NO|PROD|0DEP+AFF+MOB\n3DEP|20 EUR|NO|3|Applepay_Rastpay_Cards_3DEP//Localcurr\nApplepay_Rastpay_Cards_0DEP//aff//mob\nApplepay_Rastpay_Cards_3DEP
FI|ApplePay Visa|ApplePay Visa|EUR|YES|NO|PROD|1DEP|20 EUR|NO|1|Applepay_Gumballpay_Cards_1DEP
FI|ApplePay Visa/MC|ApplePay Visa/MC|EUR|YES|NO|PROD|1DEP\n3DEP|20 EUR|NO|2|Applepay_Gumballpay_Cards_1DEP//SE\nApplepay_Lancelot_Cards_3DEP
FI|Bank Transfer|Bank Transfer|EUR|YES|NO|PROD||20 EUR|NO|2|Openbanking_Gumballpay_Banks\nBanktransfer_Payop_Banks
FI|BLIK2|BLIK2|PLN|YES|NO|PROD|0DEP+AFF\n0DEP+AFF+MOB\n1DEP\n3DEP|20 EUR|NO|4|Blik_Gate2WayVip_Banks_1DEP\nBlik_Utorg_Banks_3DEP\nBlik_Utorg_Banks_0DEP//aff//nonseo\nBlik_Rizonpay_Banks_0DEP//mob//affseo
FI|CASHlib|CASHlib|EUR|YES|NO|PROD||5 EUR|NO|1|CASHlib_CASHlib_Voucher
FI|CashtoCode|CashtoCode|AUD|YES|NO|PROD||20 EUR|NO|1|Cashtocode_Cashtocode_Voucher
FI|Commerzbank|Commerzbank|EUR|YES|NO|PROD|0DEP|20 EUR|NO|1|commerzbank_nodapay_Banks_0DEP//DE
FI|Deutsche Bank|Deutsche Bank|EUR|YES|NO|PROD|0DEP|20 EUR|NO|1|deutsche_nodapay_Banks_0DEP//DE
FI|eZeeWallet|eZeeWallet|EUR|YES|YES|PROD||20 EUR|NO|1|Ezeewallet_Ezeewallet_Wallet
FI|Flexepin|Flexepin|NZD|YES|NO|PROD||20 EUR|NO|1|Flexepin_Flexepin_Voucher
FI|Google Pay|Google Pay|EUR|YES|NO|PROD|0DEP+AFF\n2DEP\n3DEP|20 EUR|NO|3|Googlepay_Rastpay_Cards_3DEP//MC\nGooglepay_Rastpay_Cards_2DEP//MC//new\nGooglepay_Rastpay_Cards_0DEP//AFF//MC
FI|GooglePay|GooglePay|EUR|YES|NO|PROD|3DEP|20 EUR|NO|1|Googlepay_Impaya_Cards_3DEP
FI|Googlepay|Googlepay|CAD|YES|NO|PROD|3DEP|20 EUR|NO|2|Googlepay_Rampnow_Cards_3DEP\nGooglepay_Rampnow_Cards_3DEP//LocalCur
FI|GooglePay Mastercard|GooglePay Mastercard|CHF|YES|NO|PROD|0DEP+AFF+MOB\n3DEP|20 EUR|NO|2|Googlepay_Rastpay_Cards_3DEP//Localcurr\nGooglepay_Rastpay_Cards_0DEP//aff//mob
FI|GooglePay Visa|GooglePay Visa|EUR|YES|NO|PROD|1DEP|20 EUR|NO|1|Googlepay_Gumballpay_Cards_1DEP
FI|GooglePay Visa/MC|GooglePay Visa/MC|EUR|YES|NO|PROD|1DEP\n3DEP|20 EUR|NO|2|Googlepay_Gumballpay_Cards_1DEP//SE\nGooglepay_Lancelot_Cards_3DEP
FI|LuxonPay|LuxonPay|EUR|YES|YES|PROD||20 EUR|NO|1|Luxonpay_Luxonpay_Wallet
FI|MBway2|MBway2|EUR|YES|NO|PROD|1DEP|20 EUR|NO|1|MBway_Impaya_Banks_1DEP
FI|Mifinity|Mifinity|EUR|YES|YES|PROD||20 EUR|NO|1|Mifinity_Mifinity_Wallet
FI|N26 Bank|N26 Bank|EUR|YES|NO|PROD||20 EUR|NO|1|N26_Impaya_Banks
FI|Neteller|Neteller|EUR|YES|YES|PROD|1DEP\n3DEP|15 EUR|NO|3|Neteller_Utorg_Wallet_1DEP//colorlogo\nNeteller_Utorg_Wallet_3DEP\nNeteller_Skrill_Wallet
FI|NTLR|NTLR|EUR|YES|NO|PROD|0DEP|20 EUR|NO|1|Neteller_Utorg_Wallet_0DEP//greylogo
FI|Pay by Bank|Pay by Bank|EUR|YES|NO|PROD||20 EUR|NO|2|Paybybank_Payop_Banks_AT\nOpenbanking_Rillpay_Banks_EU
FI|paymentTest|paymentTest|EUR|YES|NO|PROD||20 EUR|NO|2|paymentTest//delete\npaymentTest
FI|paymentTestDummy|paymentTestDummy|EUR|YES|NO|PROD||20 EUR|NO|1|PaymentTestDummy
FI|Paysafecard|Paysafecard|EUR|YES|NO|PROD|0DEP\n1DEP\n3DEP|15 EUR|NO|4|Paysafecard_Utorg_Voucher_1DEP//colorlogo\nPaysafecard_Utorg_Voucher_3DEP\nPaysafecard_Utorg_Voucher_0DEP//greylogo\nPaysafecard_Skrill_Voucher
FI|Raiffeisenbanken|Raiffeisenbanken|EUR|YES|NO|PROD|0DEP|20 EUR|NO|1|raiffeisenbanken_nodapay_Banks_0DEP//DE
FI|Revolut|Revolut|EUR|YES|NO|PROD|1DEP|20 EUR|NO|3|Revolut_Payop_Banks\nRevolut_Impaya_Banks_1DEP//DE\nRevolut_Impaya_Banks
FI|Skrill|Skrill|EUR|YES|YES|PROD|1DEP\n3DEP|15 EUR|NO|3|Skrill_Skrill_Wallet\nSkrill_Utorg_Wallet_1DEP//colorlogo\nSkrill_Utorg_Wallet_3DEP
FI|SKRL|SKRL|EUR|YES|NO|PROD|0DEP|20 EUR|NO|1|Skrill_Utorg_Wallet_0DEP//greylogo
FI|Sofort|Sofort|EUR|YES|NO|PROD|3DEP|20 EUR|NO|1|Sofort_Gate2Wayvip_Banks_3DEP
FI|Sparkasse|Sparkasse|EUR|YES|NO|PROD|0DEP|20 EUR|NO|1|sparkasse_nodapay_Banks_0DEP//DE
FI|SticPay|SticPay|EUR|YES|YES|PROD||20 EUR|NO|1|Sticpay_Sticpay_Wallet
FI|Trustly|Trustly|EUR|YES|NO|PROD|0DEP+AFF+MOB\n3DEP|20 EUR|NO|3|Trustly_Rizonpay_Banks_3DEP\nTrustly_Rizonpay_Banks_0DEP//mob//aff\nTrustly_Rizonpay_Banks
FI|Wise|Wise|EUR|YES|NO|PROD||20 EUR|NO|1|Wise_Impaya_Banks
FI|ADA - Cardano|ADA - Cardano|EUR|YES|YES|PROD||—|NO|1|ADA_Coinspaid_Cryptopay_Cardano
FI|BCH - Bitcoin Cash|BCH - Bitcoin Cash|EUR|YES|YES|PROD||—|NO|1|BCH_Coinspaid_Cryptopay_Bitcoincash
FI|Binance Pay|Binance Pay|PLN|YES|YES|PROD||20 EUR|NO|1|Binancepay_Binancepay_Crypto
FI|BTC - Bitcoin|BTC - Bitcoin|EUR|YES|YES|PROD||50 EUR|NO|1|BTC_Coinspaid_Cryptopay_Bitcoin
FI|Crypto|Crypto|EUR|YES|YES|PROD||20 EUR|NO|1|Crypto
FI|DOGE - Dogecoin|DOGE - Dogecoin|EUR|YES|YES|PROD||—|NO|1|DOGE_Coinspaid_Cryptopay_Dogecoin
FI|ETH -  Ethereum (ERC20)|ETH -  Ethereum (ERC20)|EUR|YES|YES|PROD||—|NO|1|ETH_Coinspaid_Cryptopay_Etherium
FI|Jeton|Jeton|EUR|YES|YES|PROD||20 EUR|NO|1|Jeton_Jeton_Wallet
FI|LTC - Litecoin|LTC - Litecoin|EUR|YES|YES|PROD||—|NO|1|LTC_Coinspaid_Cryptopay_Litecoin
FI|SOL - Solana|SOL - Solana|EUR|YES|YES|PROD||—|NO|1|SOL_Coinspaid_Cryptopay_Solana
FI|TON - Toncoin|TON - Toncoin|EUR|YES|YES|PROD||—|NO|1|TON_Coinspaid_Cryptopay_Toncoin
FI|TRX - Tron|TRX - Tron|EUR|YES|YES|PROD||—|NO|1|TRX_Coinspaid_Cryptopay_Tron
FI|USDC - USD Coin|USDC - USD Coin|EUR|YES|YES|PROD||—|NO|1|USDC_Coinspaid_Cryptopay_USD Coin
FI|USDT  -  Tether USD (ERC20)|USDT  -  Tether USD (ERC20)|EUR|YES|YES|PROD||—|NO|1|USDTE_Coinspaid_Cryptopay_TetherERC20
FI|USDT -  Tether USD (TRC20)|USDT -  Tether USD (TRC20)|EUR|YES|YES|PROD||20 EUR|NO|1|USDTT_Coinspaid_Cryptopay_TetherTRC20
FI|XRP - Ripple|XRP - Ripple|EUR|YES|YES|PROD||—|NO|1|Ripple_Coinspaid_Cryptopay_XRP
